Date,Ref No,Outlet,Point of Sales,Cashier,Membership No,Category,Item No,Item Name,Group,Sub-Group,Qty,Nett Sales,Hdr Remark,Line Remark,Line Info
2024-08-17,OR24081700510046,DORS,DO-P1,DF0015,100222561,AMOS ANANDA,AMOS100022,CARLSBERG X AMOS ANANDA REFLECTIVE POCKET TEE GREY - L,FASHION APPAREL,Unisex,1,88,,,LOCAL/PR
2024-08-30,OR24083000510038,DORS,DO-P1,DF0025,WEB00386,AMOS ANANDA,AMOS100022,CARLSBERG X AMOS ANANDA REFLECTIVE POCKET TEE GREY - L,FASHION APPAREL,Unisex,1,88,,,TOURIST
2024-08-01,OR24080100510046,DORS,DO-P1,DF0007,100222573,AMOS ANANDA,AMOS100024,CARLSBERG X AMOS ANANDA BUCKET HAT BLACK - ONE SIZE,FASHION APPAREL,Unisex,2,76,,,
2024-08-01,OR24080100520012,DORS,DO-P2,DF0003,WALK-IN,AMOS ANANDA,AMOS100024,CARLSBERG X AMOS ANANDA BUCKET HAT BLACK - ONE SIZE,FASHION APPAREL,Unisex,1,38,,,
2024-08-17,OR24081700510026,DORS,DO-P1,DF0019,DO1100232096,AMOS ANANDA,AMOS100024,CARLSBERG X AMOS ANANDA BUCKET HAT BLACK - ONE SIZE,FASHION APPAREL,Unisex,2,76,,,LOCAL/PR
2024-07-03,OR24070300510019,DORS,DO-P1,DF0016,DO1100231381,THE ANIMAL PROJECT,AMPJ100055,TOTE BAG - RABBIT,FASHION ACCESSORIES,BAG,1,32,,,Tourist
2024-07-05,OR24070500510056,DORS,DO-P1,df0019,WALK-IN,THE ANIMAL PROJECT,AMPJ100055,TOTE BAG - RABBIT,FASHION ACCESSORIES,BAG,1,32,,,Tourist
2024-08-07,OR24080700510017,DORS,DO-P1,DF0027,WALK-IN,THE ANIMAL PROJECT,AMPJ100055,TOTE BAG - RABBIT,FASHION ACCESSORIES,BAG,1,32,,,EXPATS
2024-09-27,OR24092700510004,DORS,DO-P1,DF0016,WALK-IN,THE ANIMAL PROJECT,AMPJ100055,TOTE BAG - RABBIT,FASHION ACCESSORIES,BAG,1,32,,,TOURIST
2024-07-03,OR24070300510019,DORS,DO-P1,DF0016,DO1100231381,THE ANIMAL PROJECT,AMPJ100056,TOTE BAG - OCTOPUS,FASHION ACCESSORIES,BAG,1,32,,,Tourist
2024-09-12,OR24091200520010,DORS,DO-P2,DF0027,WALK-IN,THE ANIMAL PROJECT,AMPJ100056,TOTE BAG - OCTOPUS,FASHION ACCESSORIES,BAG,1,32,,,
2024-07-13,OR24071300510043,DORS,DO-P1,DF0019,DO1100231550,THE ANIMAL PROJECT,AMPJ100056,TOTE BAG - OCTOPUS,FASHION ACCESSORIES,BAG,1,32,,,
2024-08-18,OR24081800510015,DORS,DO-P1,DF0019,WALK-IN,THE ANIMAL PROJECT,AMPJ100061,TOTE BAG - PANGOLIN,FASHION ACCESSORIES,BAG,1,32,,,TOURIST
2024-07-15,OR24071500510001,DORS,DO-P1,DF0007,DO1100231577,THE ANIMAL PROJECT,AMPJ100065,PLACEMAT (SET OF 2) - OX  Coral,SMALL HOME FURNISHING,TABLEWARE,1,22,,,TOURIST
2024-08-18,OR24081800510044,DORS,DO-P1,DF0009,WALK-IN,THE ANIMAL PROJECT,AMPJ100065,PLACEMAT (SET OF 2) - OX  Coral,SMALL HOME FURNISHING,TABLEWARE,1,22,,,TOURIST
2024-07-21,OR24072100520004,DORS,DO-P2,DF0019,DO2100224305,THE ANIMAL PROJECT,AMPJ100065,PLACEMAT (SET OF 2) - OX  Coral,SMALL HOME FURNISHING,TABLEWARE,2,44,,,
2024-07-14,OR24071400520006,DORS,DO-P2,DF0019,DO2100225112,THE ANIMAL PROJECT,AMPJ100135,Salt & Pepper Mill Set  Flamingo,SMALL HOME FURNISHING,TABLEWARE,1,50,,,
2024-08-18,OR24081800520001,DORS,DO-P2,DF0016,DO200191,THE ANIMAL PROJECT,AMPJ100135,Salt & Pepper Mill Set  Flamingo,SMALL HOME FURNISHING,TABLEWARE,1,50,,,EXPATS
2024-08-18,OR24081800520001,DORS,DO-P2,DF0016,DO200191,THE ANIMAL PROJECT,AMPJ100135,Salt & Pepper Mill Set  Flamingo,SMALL HOME FURNISHING,TABLEWARE,1,50,,,EXPATS
2024-09-22,OR24092200510021,DORS,DO-P1,DF0016,DO1100232508,THE ANIMAL PROJECT,AMPJ100135,Salt & Pepper Mill Set  Flamingo,SMALL HOME FURNISHING,TABLEWARE,1,50,,,LOCAL/PR
2024-08-29,OR24082900510004,DORS,DO-P1,DF0024,WALK-IN,THE ANIMAL PROJECT,AMPJ100135,Salt & Pepper Mill Set  Flamingo,SMALL HOME FURNISHING,TABLEWARE,1,50,,,TOURIST
2024-09-30,OR24093000510030,DORS,DO-P1,DF0027,WALK-IN,THE ANIMAL PROJECT,AMPJ100135,Salt & Pepper Mill Set  Flamingo,SMALL HOME FURNISHING,TABLEWARE,1,50,,,TOURIST
2024-08-05,OR24080500510016,DORS,DO-P1,DF0019,DO1100230409,THE ANIMAL PROJECT,AMPJ100138,Ceramic Coaster (Set of 2) Giraffe & Orang Utan,SMALL HOME FURNISHING,TABLEWARE,1,24,,,TOURIST
2024-09-26,OR24092600520003,DORS,DO-P2,DF0025,WALK-IN,THE ANIMAL PROJECT,AMPJ100144, T-Shirt  Panda Green XL,FASHION APPAREL,UNISEX TOP,1,35,,,TOURIST
2024-08-12,OR24081200510015,DORS,DO-P1,DF0001,DO1100232047,THE ANIMAL PROJECT,AMPJ100145, T-Shirt  Panda Green L,FASHION APPAREL,UNISEX TOP,1,35,,,TOURIST
2024-09-30,OR24093000520006,DORS,DO-P2,DF0025,WALK-IN,THE ANIMAL PROJECT,AMPJ100145, T-Shirt  Panda Green L,FASHION APPAREL,UNISEX TOP,1,35,,,TOURIST
2024-07-01,OR24070100510016,DORS,DO-P1,DF0016,DO1100231358,THE ANIMAL PROJECT,AMPJ100149,Wide Tapered Mug w/Wooden Lid Macaw  ,SMALL HOME FURNISHING,TABLEWARE,1,24,,,Expats
2024-09-06,OR24090600520022,DORS,DO-P2,DF0027,100223888,THE ANIMAL PROJECT,AMPJ100149,Wide Tapered Mug w/Wooden Lid Macaw  ,SMALL HOME FURNISHING,TABLEWARE,1,24,,,EXPATS
2024-07-27,OR24072700520037,DORS,DO-P2,DF0015,WALK-IN,THE ANIMAL PROJECT,AMPJ100149,Wide Tapered Mug w/Wooden Lid Macaw  ,SMALL HOME FURNISHING,TABLEWARE,1,24,,,
2024-09-05,OR24090500510002,DORS,DO-P1,DF0015,WALK-IN,THE ANIMAL PROJECT,AMPJ100150,Wide Tapered Mug w/Wooden Lid Cockatoo  ,SMALL HOME FURNISHING,TABLEWARE,1,24,,,EXPATS
2024-09-05,OR24090500510015,DORS,DO-P1,DF0015,WEB00135,THE ANIMAL PROJECT,AMPJ100150,Wide Tapered Mug w/Wooden Lid Cockatoo  ,SMALL HOME FURNISHING,TABLEWARE,1,24,,,Local/PR
2024-09-30,OR24093000510037,DORS,DO-P1,DF0003,WEB00403,THE ANIMAL PROJECT,AMPJ100150,Wide Tapered Mug w/Wooden Lid Cockatoo  ,SMALL HOME FURNISHING,TABLEWARE,1,24,,,LOCAL/PR
2024-09-07,OR24090700510005,DORS,DO-P1,DF0017,WALK-IN,THE ANIMAL PROJECT,AMPJ100151,Wide Tapered Mug w/Wooden Lid Hornbill  ,SMALL HOME FURNISHING,TABLEWARE,1,24,,,Local/PR
2024-07-23,OR24072300510028,DORS,DO-P1,DF0015,DO1100231697,THE ANIMAL PROJECT,AMPJ100151,Wide Tapered Mug w/Wooden Lid Hornbill  ,SMALL HOME FURNISHING,TABLEWARE,1,24,,,
2024-07-01,OR24070100510005,DORS,DO-P1,DF0001,WALK-IN,SINGLAPA,SILA100004,[Singlapa] Singapore A-Z Apron  FreeSize,SMALL HOME FURNISHING,TABLEWARE,1,49.5,,,Local/PR
2024-07-01,OR24070100510005,DORS,DO-P1,DF0001,WALK-IN,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,1,15.9,,,Local/PR
2024-07-01,OR24070100510005,DORS,DO-P1,DF0001,WALK-IN,KELLY SER ATELIER,KELA100048,Blue Bamboo Plate: Tiger Beer  20cm,SMALL HOME FURNISHING,PLATE,1,15.9,,,Local/PR
2024-07-01,OR24070100510006,DORS,DO-P1,DF0016,DO1100231302,DESIGN ORCHARD,DORS100012,DESIGN ORCHARD EXCLUSIVE DIFFUSER,SMALL HOME FURNISHING,DIFFUSER,1,39,,,Local/PR
2024-07-01,OR24070100510007,DORS,DO-P1,DF0001,DO1100231355,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-07-01,OR24070100510007,DORS,DO-P1,DF0001,DO1100231355,SIMONE IRANI,SIMO100107,Patchwork Vintage Sari Kimono Multi O/S,FASHION APPAREL,0,1,204.92,,,Tourist
2024-07-01,OR24070100510008,DORS,DO-P1,DF0001,DO1100231356,PHOTO PHACTORY,PHPH100349,"CUSHION COVER- PORCELAIN POT					",SMALL HOME FURNISHING,CUSHION COVER,1,32,,,Tourist
2024-07-01,OR24070100510008,DORS,DO-P1,DF0001,DO1100231356,PHOTO PHACTORY,PHPH100352,"CUSHION COVER- KEBAYA					",SMALL HOME FURNISHING,CUSHION COVER,1,32,,,Tourist
2024-07-01,OR24070100510008,DORS,DO-P1,DF0001,DO1100231356,PHOTO PHACTORY,PHPH100351,"CUSHION COVER- BEADED SHOES					",SMALL HOME FURNISHING,CUSHION COVER,1,32,,,Tourist
2024-07-01,OR24070100510008,DORS,DO-P1,DF0001,DO1100231356,RAJA RANI,RANI100015,Poly Silk Kimono Multicolor Unique,FASHION APPAREL,LADIES TOP,1,140.61,,,Tourist
2024-07-01,OR24070100510008,DORS,DO-P1,DF0001,DO1100231356,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-07-01,OR24070100510009,DORS,DO-P1,DF0016,DO1100231357,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-07-01,OR24070100510009,DORS,DO-P1,DF0016,DO1100231357,SPARROW GREEN,GRES100758, VAUGHN Y-neck Reversible Vest  Sage S,FASHION APPAREL,0,1,109.9,,,Local/PR
2024-07-01,OR24070100510011,DORS,DO-P1,DF0016,WALK-IN,FRESHLY PRESSED SOCKS,FRPS100061,Singapore Icons Kids (MRT & Gem Biscuit) Socks,FASHION ACCESSORIES,KIDS SOCK,1,15.3,,,Expats
2024-07-01,OR24070100510011,DORS,DO-P1,DF0016,WALK-IN,FRESHLY PRESSED SOCKS,FRPS100071,Vanda Miss Joaquim Socks Mult-colored ,FASHION ACCESSORIES,SOCK,1,15.3,,,Expats
2024-07-01,OR24070100510011,DORS,DO-P1,DF0016,WALK-IN,FRESHLY PRESSED SOCKS,FRPS100014,MRT Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,15.3,,,Expats
2024-07-01,OR24070100510011,DORS,DO-P1,DF0016,WALK-IN,FRESHLY PRESSED SOCKS,FRPS100011,Kueh Tutu Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,15.3,,,Expats
2024-07-01,OR24070100510012,DORS,DO-P1,DF0016,WALK-IN,KELLY SER ATELIER,KELA100045,Not Just a Little Red Dot Coasters - Food Edition ,SMALL HOME FURNISHING,COASTER,1,55,,,Expats
2024-07-01,OR24070100510012,DORS,DO-P1,DF0016,WALK-IN,TUTTLE,TUTT100059,Origami Dragons,GIFTING / STATIONERY,STATIONERY,1,26.16,,,Expats
2024-07-01,OR24070100510013,DORS,DO-P1,DF0016,WALK-IN,EVERYDAY CLUB,EDAY100058,Puffy Wallet  Mixed 1SZ,FASHION ACCESSORIES,BAG,1,26.05,,,Tourist
2024-07-01,OR24070100510013,DORS,DO-P1,DF0016,WALK-IN,BOSS & OLLY,BOSS100081,Active Dog Harness HOLOGLAM M,PETS,HARNESS,1,56.68,,,Tourist
2024-07-01,OR24070100510014,DORS,DO-P1,DF0016,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,3,64.5,,,Tourist
2024-07-01,OR24070100510014,DORS,DO-P1,DF0016,WALK-IN,SINGLAPA,SILA100131,[Singlapa] Peranakan Teapot with Frame Beeswax Wrap,SMALL HOME FURNISHING,TABLEWARE,1,15.9,,,Tourist
2024-07-01,OR24070100510016,DORS,DO-P1,DF0016,DO1100231358,FRESHLY PRESSED SOCKS,FRPS100061,Singapore Icons Kids (MRT & Gem Biscuit) Socks,FASHION ACCESSORIES,KIDS SOCK,1,15.3,,,Expats
2024-07-01,OR24070100510016,DORS,DO-P1,DF0016,DO1100231358,FRESHLY PRESSED SOCKS,FRPS100061,Singapore Icons Kids (MRT & Gem Biscuit) Socks,FASHION ACCESSORIES,KIDS SOCK,1,15.3,,,Expats
2024-07-01,OR24070100510016,DORS,DO-P1,DF0016,DO1100231358,FRESHLY PRESSED SOCKS,FRPS100060,S'pore Icons Kids (Dragon Playground & Bumboat) Socks,FASHION ACCESSORIES,KIDS SOCK,1,15.3,,,Expats
2024-07-01,OR24070100510016,DORS,DO-P1,DF0016,DO1100231358,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Expats
2024-07-01,OR24070100510016,DORS,DO-P1,DF0016,DO1100231358,THE ANIMAL PROJECT,AMPJ100002,V-MUG - GIRAFFES DRINKWARE,SMALL HOME FURNISHING,TABLEWARE,1,19,,,Expats
2024-07-01,OR24070100510017,DORS,DO-P1,DF0016,DO1100231098,THE ANIMAL PROJECT,AMPJ100046,TRAVEL BAG - GIRAFFES  Orange,FASHION ACCESSORIES,BAG,1,25,,,Expats
2024-07-01,OR24070100510017,DORS,DO-P1,DF0016,DO1100231098,THE ANIMAL PROJECT,AMPJ100198,Thermal Bottle Animal In Forest  ,SMALL HOME FURNISHING,TABLEWARE,1,35,,,Expats
2024-07-01,OR24070100510018,DORS,DO-P1,DF0016,10025969,PHOTO PHACTORY,PHPH100069,ASH BLACK PLEATED SKIRT-L,FASHION APPAREL,LADIES BOTTOM,1,98,,,Expats
2024-09-30,OR24093000510037,DORS,DO-P1,DF0003,WEB00403,THE ANIMAL PROJECT,AMPJ100151,Wide Tapered Mug w/Wooden Lid Hornbill  ,SMALL HOME FURNISHING,TABLEWARE,1,24,,,LOCAL/PR
2024-07-01,OR24070100510019,DORS,DO-P1,DF0016,DO1100231359,CAELI ECO LUXE,CAEL100306,  Pleat Top White M ,FASHION APPAREL,Top,1,109,,,Local/PR
2024-07-01,OR24070100510019,DORS,DO-P1,DF0016,DO1100231359,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-07-01,OR24070100510020,DORS,DO-P1,DF0016,100220279,SOUL GOOD PROJECT,SGPJ100009,Sea Breeze & Orchid Scented Candle,SMALL HOME FURNISHING,CANDLE,1,49.8,,,Local/PR
2024-07-01,OR24070100510021,DORS,DO-P1,df0024,DO1100231360,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,1,38.41,,,Tourist
2024-07-01,OR24070100510021,DORS,DO-P1,df0024,DO1100231360,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-07-01,OR24070100510022,DORS,DO-P1,df0024,DO1100231361,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Expats
2024-07-01,OR24070100510022,DORS,DO-P1,df0024,DO1100231361,BAREBODIES,BARE100005,Nipstick - Clay 8cm,FASHION ACCESSORIES,LINGERIE,1,25.9,,,Expats
2024-07-01,OR24070100510022,DORS,DO-P1,df0024,DO1100231361,BAREBODIES,BARE100001,Nipstick - Sand 8cm,FASHION ACCESSORIES,LINGERIE,1,25.9,,,Expats
2024-07-01,OR24070100510024,DORS,DO-P1,df0024,WALK-IN,SCENT JOURNER,SJNR100033,DANCING BLUE BEES ROOM PERFUME 100ML,BEAUTY AND WELLNESS,FRAGRANCE,1,68,,,Tourist
2024-07-01,OR24070100510025,DORS,DO-P1,DF0003,DO1100231362,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-07-01,OR24070100510027,DORS,DO-P1,DF0001,DO1100230200,NYANA NYANA ECO FASHION,NYAN100089,Removable Batik Panel,FASHION ACCESSORIES,ACCESSORY,1,20,,BRAND GIVEN AS $10 PER PCSBRAND GIVEN AS $20,Local/PR
2024-07-01,OR24070100510028,DORS,DO-P1,df0024,WALK-IN,THE LAB FRAGRANCES,TLBF100004,The LAB Fragrances Ginger Perfume 100ml,BEAUTY AND WELLNESS,FRAGRANCE,1,198,,,Local/PR
2024-07-01,OR24070100510029,DORS,DO-P1,df0024,100212023,BAREBODIES,BARE100004,Nipstick - Sienna 10cm,FASHION ACCESSORIES,LINGERIE,1,25.9,,,Tourist
2024-09-04,OR24090400510021,DORS,DO-P1,DF0025,WALK-IN,THE ANIMAL PROJECT,AMPJ100163,T-Shirt Unisex - Macaw Blue XXL,FASHION APPAREL,UNISEX TOP,1,35,,,TOURIST
2024-07-01,OR24070100520001,DORS,DO-P2,df0024,DO2100225057,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-07-01,OR24070100520001,DORS,DO-P2,df0024,DO2100225057,HUMBLE BOW,HBOW100229,Button Stud Earrings,FASHION ACCESSORIES,EARRING,1,21.9,,,Tourist
2024-07-01,OR24070100510030,DORS,DO-P1,df0016,DO1100231363,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-07-01,OR24070100510030,DORS,DO-P1,df0016,DO1100231363,ARTISAN OF SENSE,ARTS100050,Medium Oud Rose & Amber Organic Room Spray 50ml,SMALL HOME FURNISHING,SPRAY,1,38,,,Local/PR
2024-07-01,OR24070100510030,DORS,DO-P1,df0016,DO1100231363,VOID DECK,VOID100024,floral hair tie medium size,FASHION ACCESSORIES,ACCESSORY,2,32.68,,,Local/PR
2024-07-01,OR24070100510031,DORS,DO-P1,DF0007,DO1100231364,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Expats
2024-07-01,OR24070100510033,DORS,DO-P1,DF0007,DO1100225582,CLEAN FOLKS CLUB,FOLK100019,Pineapple Tarts Soap,BEAUTY AND WELLNESS,SOAP,2,41.6,,,Local/PR
2024-07-01,OR24070100510033,DORS,DO-P1,DF0007,DO1100225582,CLEAN FOLKS CLUB,FOLK100017,Ang Ku Kueh Soap,BEAUTY AND WELLNESS,C,2,32.7,,,Local/PR
2024-07-01,OR24070100510034,DORS,DO-P1,DF0007,WALK-IN,THE LAB FRAGRANCES,TLBF100005,The LAB Fragrances Bergamot&Musk Perfume 50ml,BEAUTY AND WELLNESS,FRAGRANCE,1,138,,,Tourist
2024-07-01,OR24070100510034,DORS,DO-P1,DF0007,WALK-IN,THE LAB FRAGRANCES,TLBF100003,The LAB Fragrances Ginger Perfume 50ml,BEAUTY AND WELLNESS,FRAGRANCE,1,138,,,Tourist
2024-07-01,OR24070100510034,DORS,DO-P1,DF0007,WALK-IN,THE LAB FRAGRANCES,TLBF100013,The LAB Fragrances Rose Oud Perfume 50ml,BEAUTY AND WELLNESS,FRAGRANCE,1,138,,,Tourist
2024-07-01,OR24070100510034,DORS,DO-P1,DF0007,WALK-IN,THE LAB FRAGRANCES,TLBF100019,The LAB Fragrances Black Tea Perfume 50ml,BEAUTY AND WELLNESS,FRAGRANCE,1,138,,,Tourist
2024-07-01,OR24070100510035,DORS,DO-P1,df0016,DO1100231365,ARTISAN OF SENSE,ARTS100067,"Reed Diffuser - Thyme & Sage, 200ml",SMALL HOME FURNISHING,SPRAY,1,68,,,Local/PR
2024-07-01,OR24070100510035,DORS,DO-P1,df0016,DO1100231365,ARTISAN OF SENSE,ARTS100081,No. 14 Essential Oil - Neroli & Bergamot 10ml,SMALL HOME FURNISHING,OIL,1,27,,,Local/PR
2024-07-01,OR24070100510035,DORS,DO-P1,df0016,DO1100231365,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-07-01,OR24070100510001,DORS,DO-P1,DF0001,WALK-IN,HOKISCLOSET,HOKI101236,Men Shirt Black Bue Coral MOC XL,FASHION APPAREL,MEN SHIRT,1,128,,,Local/PR
2024-07-01,OR24070100510001,DORS,DO-P1,DF0001,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,1,21.5,,,Local/PR
2024-07-01,OR24070100510001,DORS,DO-P1,DF0001,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,3,64.5,,,Local/PR
2024-07-01,OR24070100510002,DORS,DO-P1,DF0003,DO1100231353,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,3,43,,,Local/PR
2024-07-01,OR24070100510002,DORS,DO-P1,DF0003,DO1100231353,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-07-01,OR24070100510003,DORS,DO-P1,DF0003,WALK-IN,BOHEME SG,BOHE100125,Ameena Earrings Gold plated,FASHION ACCESSORIES,EARRING,1,130,,,Tourist
2024-07-01,OR24070100510004,DORS,DO-P1,DF0003,DO1100231354,DESIGN ORCHARD,DORS100039,Design Orchard Greeting Cards (Single),GIFTING / STATIONERY,STATIONERY,1,2,,,Local/PR
2024-07-01,OR24070100510004,DORS,DO-P1,DF0003,DO1100231354,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-07-01,OR24070100510004,DORS,DO-P1,DF0003,DO1100231354,PURPLEANDPURE,PURP100029,Hexa Coasters,SMALL HOME FURNISHING,COASTER,1,37.8,,,Local/PR
2024-08-15,OR24081500510021,DORS,DO-P1,DF0007,DO1100231851,THE ANIMAL PROJECT,AMPJ100166,T-Shirt Unisex - Macaw Blue M,FASHION APPAREL,UNISEX TOP,1,35,,,LOCAL/PR
2024-08-19,OR24081900510024,DORS,DO-P1,DF0001,10020455,THE ANIMAL PROJECT,AMPJ100166,T-Shirt Unisex - Macaw Blue M,FASHION APPAREL,UNISEX TOP,1,35,,,LOCAL/PR
2024-08-13,OR24081300510038,DORS,DO-P1,DF0007,DO1100230581,THE ANIMAL PROJECT,AMPJ100175,T-Shirt Unisex - Hornbill Olive XXL,FASHION APPAREL,UNISEX TOP,1,35,,,LOCAL/PR
2024-08-03,OR24080300520028,DORS,DO-P2,DF0024,WALK-IN,THE ANIMAL PROJECT,AMPJ100177,T-Shirt Unisex - Hornbill Olive L,FASHION APPAREL,UNISEX TOP,1,35,,,
2024-08-10,OR24081000510058,DORS,DO-P1,DF0007,WALK-IN,THE ANIMAL PROJECT,AMPJ100177,T-Shirt Unisex - Hornbill Olive L,FASHION APPAREL,UNISEX TOP,1,31.5,,,TOURIST
2024-08-19,OR24081900510031,DORS,DO-P1,DF0015,WALK-IN,THE ANIMAL PROJECT,AMPJ100177,T-Shirt Unisex - Hornbill Olive L,FASHION APPAREL,UNISEX TOP,1,35,,,Expats
2024-08-05,OR24080500510016,DORS,DO-P1,DF0019,DO1100230409,THE ANIMAL PROJECT,AMPJ100179,T-Shirt Unisex - Hornbill Olive S,FASHION APPAREL,UNISEX TOP,1,35,,,TOURIST
2024-07-03,OR24070300520018,DORS,DO-P2,DF0007,DO2100225068,THE ANIMAL PROJECT,AMPJ100183,T-Shirt Unisex - Bird Collage Beige L,FASHION APPAREL,UNISEX TOP,1,35,,,Tourist
2024-07-03,OR24070300510010,DORS,DO-P1,df0015,DO1100231378,THE ANIMAL PROJECT,AMPJ100193,Salt & Pepper Mill Set  Cockatoo   ,SMALL HOME FURNISHING,TABLEWARE,1,50,,,Tourist
2024-09-14,OR24091400520001,DORS,DO-P2,DF0027,WALK-IN,THE ANIMAL PROJECT,AMPJ100193,Salt & Pepper Mill Set  Cockatoo   ,SMALL HOME FURNISHING,TABLEWARE,1,50,,,TOURIST
2024-07-07,OR24070700510006,DORS,DO-P1,DF0001,WALK-IN,THE ANIMAL PROJECT,AMPJ100201,Foldable Travel Bag Teal B&W Animal  ,FASHION ACCESSORIES,BAG,1,32,,,Local/PR
2024-08-22,OR24082200510013,DORS,DO-P1,DF0016,DO1100232144,THE ANIMAL PROJECT,AMPJ100201,Foldable Travel Bag Teal B&W Animal  ,FASHION ACCESSORIES,BAG,1,32,,,TOURIST
2024-09-02,OR24090200510030,DORS,DO-P1,DF0027,WALK-IN,ANMAKO,ANMK100210,LONG SLEEVE  BATIK SHIRT  L,FASHION APPAREL,MENS TOP,1,139,,,TOURIST
2024-08-06,OR24080600510042,DORS,DO-P1,DF0001,DO1100231949,ANMAKO,ANMK100210,LONG SLEEVE  BATIK SHIRT  L,FASHION APPAREL,MENS TOP,1,111.2,,,LOCAL/PR
2024-09-12,OR24091200520001,DORS,DO-P2,DF0015,DO2100225436,ANMAKO,ANMK100210,LONG SLEEVE  BATIK SHIRT  L,FASHION APPAREL,MENS TOP,1,139,,,
2024-09-18,OR24091800520003,DORS,DO-P2,DF0004,DO2100225466,ANMAKO,ANMK100210,LONG SLEEVE  BATIK SHIRT  L,FASHION APPAREL,MENS TOP,1,139,,,LOCAL/PR
2024-08-06,OR24080600510042,DORS,DO-P1,DF0001,DO1100231949,ANMAKO,ANMK100211,LONG SLEEVE  BATIK SHIRT  XL,FASHION APPAREL,MENS TOP,1,111.2,,,LOCAL/PR
2024-09-01,OR24090100520002,DORS,DO-P2,DF0003,WALK-IN,FEED MY PAWS,PAWS100001,Salmon Chips Pet Treats 60G,FOOD,PET FOOD,1,18.6,,,LOCAL/PR
2024-09-01,OR24090100520002,DORS,DO-P2,DF0003,WALK-IN,FEED MY PAWS,PAWS100002,Pork Jerky Pet Treats 70G,FOOD,PET FOOD,1,14.1,,,LOCAL/PR
2024-09-01,OR24090100510014,DORS,DO-P1,DF0001,DO1100232262,SINGLAPA,SILA100088,[Singlapa] Peranakan Teapot Tote Bag,FASHION ACCESSORIES,BAG,1,41,,,LOCAL/PR
2024-09-01,OR24090100510014,DORS,DO-P1,DF0001,DO1100232262,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-09-01,OR24090100510015,DORS,DO-P1,DF0003,DO1100228991,ANMAKO,ANMK100360,PREMIUM BATIK TULIS SELECT SHORT SLEEVE MEN BATIK SHIRT XL,FASHION APPAREL,MENS TOP,1,259,,,LOCAL/PR
2024-09-01,OR24090100520003,DORS,DO-P2,DF0017,WALK-IN,NYANA NYANA ECO FASHION,NYAN100146,Camp Shirt OekoTex Cotton Batik S,FASHION APPAREL,UNISEX TOP,1,86,,,
2024-09-01,OR24090100510016,DORS,DO-P1,DF0003,DO1100232263,REBEL WITH A HEART,RBWH100001,Sea Salt Pepita Almond Brittle Confection  Petite ,FOOD,CONFECTION,1,18.53,,,LOCAL/PR
2024-09-01,OR24090100510016,DORS,DO-P1,DF0003,DO1100232263,SINGLAPA,SILA100016,[Singlapa] Peranakan Tiles Placemat,SMALL HOME FURNISHING,TABLEWARE,1,44,,,LOCAL/PR
2024-09-01,OR24090100510016,DORS,DO-P1,DF0003,DO1100232263,SINGLAPA,SILA100062,[Singlapa] Peranakan Teapot (With Love) Greeting Card,GIFTING / STATIONERY,GREETING CARD,1,6.9,,,LOCAL/PR
2024-09-01,OR24090100510016,DORS,DO-P1,DF0003,DO1100232263,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-09-01,OR24090100510016,DORS,DO-P1,DF0003,DO1100232263,FRESHLY PRESSED SOCKS,FRPS100048,Hill Street  Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,15.3,,,LOCAL/PR
